,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
6789,2886273,14,17,800001,233,233,131,1,0,800013,2017-07-29,2017-07-27,2018-02-19,4538,2018-02-21,
6790,3019633,10,25,560037,233,233,131,1,0,560068,2018-02-22,2017-10-29,2018-03-26,4460,2018-03-31,
6791,3054023,19,5,380009,233,233,228,1,0,380055,2018-03-01,2018-02-26,2018-04-04,4546,2018-04-10,
6792,2883881,19,6,160059,233,233,131,3,0,143001,2018-01-19,2017-02-12,2018-02-18,4549,2018-02-21,
6793,2945175,14,21,110015,233,233,131,2,0,132103,2017-11-11,2017-11-08,2018-03-06,4580,2018-03-12,
6794,2921054,14,21,110015,233,233,131,2,0,342001,2017-07-31,2017-07-29,2018-02-27,4580,2018-03-03,
6795,2830791,14,7,500004,233,233,131,3,0,507115,2017-10-06,2017-09-30,2018-02-02,4403,2018-02-10,
6796,2951098,39,12,302006,233,233,131,2,0,313001,2018-02-27,2018-02-25,2018-03-07,4668,2018-03-15,
6797,3025629,14,7,500004,233,233,131,1,0,500016,2018-01-02,2018-01-01,2018-03-27,4403,2018-04-04,
6798,3058004,14,21,110015,308,233,131,1,0,122018,2017-10-16,2017-10-13,2018-04-05,4580,2018-04-12,
6799,2894422,14,3,560011,233,245,131,1,0,560037,2017-02-27,2017-02-08,2018-02-21,4467,2018-02-24,
6800,2901320,19,3,560011,233,245,131,1,0,560008,2017-04-09,2017-04-06,2018-02-23,4461,2018-02-26,
6801,2843754,6,1,400059,233,233,131,1,0,400004,2017-02-18,2017-02-15,2018-02-06,4019,2018-02-10,
6802,2843203,10,1,400059,233,233,228,1,0,400612,2017-06-21,2016-09-12,2018-02-06,4398,2018-02-12,
6803,2859463,13,2,110018,233,233,131,1,0,121003,2017-02-24,2017-02-08,2018-02-10,4092,2018-02-15,
6804,2886084,5,1,400059,233,233,131,1,0,401303,2017-02-25,2017-02-25,2018-02-19,4015,2018-02-23,
6805,2866387,14,21,110015,233,233,131,2,0,334001,2017-08-31,2017-08-25,2018-02-13,4580,2018-02-24,
6806,2907324,14,21,110015,233,233,131,1,0,302012,2017-03-07,2017-03-03,2018-02-26,4580,2018-03-06,
6807,2889057,14,6,160059,233,233,131,2,0,160047,2017-03-14,2017-03-09,2018-02-20,4673,2018-03-08,
6808,2933663,19,2,110018,308,233,228,1,0,122003,2017-10-15,2017-07-01,2018-03-03,4091,2018-03-17,
6809,2973581,14,22,400104,233,233,131,1,0,400604,2016-09-01,2016-08-30,2018-03-13,4581,2018-03-21,
6810,3029501,10,27,110034,233,233,228,2,0,342008,2017-05-19,2017-05-19,2018-03-28,4388,2018-04-06,
6811,2899996,10,3,560011,233,245,131,1,0,560066,2018-01-24,2018-01-24,2018-02-23,4460,2018-02-26,
6812,2855179,19,2,110018,233,233,131,1,0,110093,2017-11-29,2017-11-22,2018-02-09,4094,2018-02-14,
6813,3030476,14,7,500004,233,233,131,2,0,520002,2017-08-26,2017-07-08,2018-03-28,4403,2018-04-02,
6814,2938992,14,21,110015,233,233,131,3,0,141003,2017-10-12,2017-10-10,2018-03-04,4580,2018-03-11,
6815,3073790,14,21,110015,233,233,131,1,0,110062,2017-10-23,2017-10-16,2018-04-11,4580,2018-04-14,
6816,2900218,14,21,110015,201,233,131,4,0,124146,2017-03-04,2017-03-02,2018-02-23,4580,2018-02-27,
6817,2930437,14,21,110015,233,233,131,2,0,136038,2017-08-01,2017-07-29,2018-03-02,4580,2018-03-07,
6818,3023784,10,27,110034,233,233,228,1,0,121005,2017-09-18,2017-07-19,2018-03-27,4388,2018-04-06,
6819,2860965,10,2,110018,233,233,228,2,0,135003,2017-04-26,2016-11-27,2018-02-11,4388,2018-02-20,
6820,2928767,14,21,110015,233,245,131,1,0,110001,2017-03-27,2016-05-12,2018-03-01,4580,2018-03-10,
6821,2840328,19,2,110018,233,233,131,1,0,110024,2017-04-04,2017-04-02,2018-02-05,4091,2018-02-16,
6822,2821067,9,12,302006,233,233,131,2,0,313001,2017-12-13,2017-12-13,2018-01-30,4407,2018-02-01,
6823,2850925,10,6,160059,233,233,228,3,0,141001,2017-04-26,2016-12-28,2018-02-08,4437,2018-02-13,
6824,2867878,14,17,800001,233,233,131,2,0,848101,2018-01-10,2017-02-20,2018-02-14,4538,2018-02-19,
6825,3058072,4,3,560011,233,245,228,1,0,560079,2018-03-01,2017-07-23,2018-04-05,5146,2018-04-09,
6826,2824553,10,3,560011,233,233,228,1,0,560076,2017-12-29,2017-12-28,2018-01-31,4667,2018-02-03,
6827,2969868,14,21,110015,233,233,131,1,0,110088,2016-04-29,2016-04-01,2018-03-11,4580,2018-03-14,
6828,2958112,14,21,110015,233,233,131,1,0,110009,2017-10-02,2017-09-28,2018-03-09,4580,2018-03-15,
6829,2873570,10,7,500004,233,233,228,1,0,500003,2017-07-18,2017-06-30,2018-02-15,4474,2018-03-18,
6830,2975939,19,2,110018,233,233,131,1,0,110051,2017-12-21,2017-12-21,2018-03-13,4550,2018-03-15,
6831,2953045,14,22,400104,233,233,131,1,0,411014,2017-05-08,2017-05-06,2018-03-07,4581,2018-03-13,
6832,3001266,10,6,160059,233,233,131,2,0,125055,2017-09-26,2017-09-21,2018-03-20,4437,2018-03-23,
6833,3003981,14,17,800001,233,233,131,3,0,834004,2017-05-09,2017-05-06,2018-03-21,4538,2018-03-26,
6834,3060416,14,22,400104,233,233,131,1,0,400071,2017-09-08,2017-09-05,2018-04-06,4581,2018-04-11,
6835,3043846,19,2,110018,233,233,228,1,0,121003,2018-03-08,2016-12-25,2018-03-31,4550,2018-04-07,
6836,3047010,14,26,560066,233,233,131,1,0,600125,2017-06-03,2017-05-23,2018-04-02,5001,2018-04-11,
6837,3007440,14,22,400104,233,233,131,1,0,411001,2017-07-17,2017-07-13,2018-03-22,4581,2018-04-09,
6838,2822700,14,21,110015,233,233,131,3,0,122050,2017-09-17,2017-09-09,2018-01-31,4580,2018-02-02,
6839,2822700,1,21,110015,233,233,131,3,0,122050,2017-09-17,2016-01-01,2018-01-31,4580,2018-02-02,
6840,2949641,14,21,110015,201,233,131,0,0,250341,2016-11-07,2016-11-04,2018-03-07,4580,2018-03-10,
6841,3012071,1,7,500004,233,233,228,1,0,500042,2018-03-07,2018-02-04,2018-03-23,4479,2018-03-27,
6842,3085603,14,7,500004,233,233,131,1,0,500038,2017-12-15,2017-12-13,2018-04-14,4403,2018-04-18,
6843,2836788,14,21,110015,233,233,131,2,0,140413,2017-03-01,2017-02-24,2018-02-03,4580,2018-02-06,
6844,3048394,14,22,400104,233,233,131,2,0,390002,2017-10-04,2017-09-30,2018-04-02,4581,2018-04-08,
6845,2944456,14,4,600024,233,233,131,1,0,600016,2017-04-13,2017-04-12,2018-03-06,4490,2018-03-08,
6846,3059906,9,23,400001,233,233,131,2,0,390001,2018-02-14,2018-02-14,2018-04-06,4398,2018-04-09,
6847,3047377,14,26,560066,233,233,228,1,0,560068,2018-03-12,2018-01-29,2018-04-02,5001,2018-04-12,
6848,3083483,14,17,800001,233,233,131,1,0,800013,2016-06-06,2016-06-02,2018-04-14,4410,2018-04-17,
6849,2854424,14,22,400104,233,245,131,2,0,363641,2016-10-18,2016-10-14,2018-02-09,4581,2018-02-19,
6850,2865597,14,22,400104,233,233,131,2,0,440016,2017-07-24,2017-07-22,2018-02-13,4581,2018-02-17,
6851,2919883,14,7,500004,233,233,131,1,0,500025,2017-06-15,2017-06-14,2018-02-27,4403,2018-03-03,
6852,2996026,39,6,160059,233,233,131,3,0,171006,2017-08-16,2015-09-12,2018-03-19,4441,2018-03-26,
6853,2996026,39,6,160059,233,233,131,3,0,171006,2017-08-16,2016-09-30,2018-03-19,4441,2018-03-26,
6854,2833279,10,8,700064,233,233,131,1,0,700029,2017-07-07,2017-06-27,2018-02-02,4499,2018-02-05,
6855,2897790,19,2,110018,233,233,228,1,0,122004,2018-01-22,2017-05-18,2018-02-22,4091,2018-02-26,
6856,3014467,10,17,800001,201,233,131,4,0,845412,2017-09-14,2017-09-14,2018-03-24,4370,2018-03-28,
6857,3046243,10,23,400001,233,233,131,1,0,400606,2017-05-10,2017-05-01,2018-04-02,4398,2018-04-06,
6858,2983287,9,12,302006,233,233,131,2,0,313001,2017-11-02,2017-11-01,2018-03-15,4407,2018-03-17,
6859,2822733,4,2,110018,233,233,228,1,0,122009,2017-11-19,2017-10-05,2018-01-31,4148,2018-02-05,
6860,2831678,14,3,560011,233,233,131,1,0,560041,2017-04-22,2017-04-19,2018-02-02,4467,2018-02-07,
6861,2841076,14,21,110015,233,233,131,1,0,302018,2016-12-27,2016-12-06,2018-02-05,4668,2018-02-08,
6862,2839341,10,5,380009,233,233,131,1,0,380007,2017-12-12,2017-12-07,2018-02-05,4422,2018-02-10,
6863,2879653,14,2,110018,233,233,131,1,0,110012,2017-05-30,2017-05-29,2018-02-17,4147,2018-02-22,
6864,2854025,10,6,160059,233,233,131,3,0,136026,2017-07-14,2017-07-13,2018-02-09,4437,2018-02-13,
6865,2928931,10,2,110018,233,233,131,1,0,110034,2017-05-10,2017-05-10,2018-03-01,4388,2018-03-05,
6866,2928756,14,8,700064,201,233,131,0,0,757037,2017-03-11,2017-03-09,2018-03-01,4508,2018-03-06,
6867,2949050,10,7,500004,233,233,228,1,0,500049,2018-02-09,2018-02-07,2018-03-07,4474,2018-03-13,
6868,2930141,1,24,110092,233,233,228,1,0,110044,2018-02-04,2018-02-03,2018-03-01,4150,2018-03-09,
6869,2951962,10,10,226010,233,233,228,2,0,282006,2018-01-22,2017-09-17,2018-03-07,4425,2018-03-09,
6870,2941785,19,12,302006,233,233,228,1,0,302018,2018-01-31,2017-10-06,2018-03-05,4453,2018-03-12,
6871,2953241,10,2,110018,233,233,228,1,0,110096,2018-02-09,2016-10-28,2018-03-07,4388,2018-03-18,
6872,3000314,10,2,110018,233,233,228,1,0,110034,2018-03-04,2017-07-21,2018-03-20,4388,2018-03-21,
6873,3035314,19,12,302006,233,233,131,1,0,302025,2017-11-09,2017-11-08,2018-03-29,4453,2018-04-04,
6874,3039486,14,8,700064,0,233,131,2,0,734007,2017-07-03,2017-06-29,2018-03-30,4508,2018-04-03,
6875,3039486,14,8,700064,233,233,131,2,0,734007,2017-07-03,2017-06-29,2018-03-30,4508,2018-04-03,
6876,3079909,10,23,400001,233,233,131,3,0,474005,2018-03-21,2018-01-25,2018-04-12,4398,2018-04-14,
6877,3063578,10,27,110034,0,233,131,1,0,110088,2017-05-18,2017-05-17,2018-04-07,4388,2018-04-18,
6878,3063578,10,27,110034,233,233,131,1,0,110088,2017-05-18,2017-05-17,2018-04-07,4388,2018-04-18,
6879,2990169,10,10,226010,233,233,131,2,0,282007,2018-03-11,2018-03-08,2018-03-17,4425,2018-03-20,
6880,2897728,2,1,400059,233,233,228,1,0,500007,2018-01-18,2017-09-08,2018-02-22,4478,2018-02-23,
6881,2985794,10,6,160059,233,233,131,3,0,141003,2017-12-24,2017-12-22,2018-03-15,4437,2018-03-20,
6882,2965604,39,10,226010,233,233,131,2,0,229001,2018-02-18,2017-12-15,2018-03-10,4393,2018-03-16,
6883,2950459,14,7,500004,233,233,131,1,0,500082,2017-06-15,2017-04-13,2018-03-07,4403,2018-03-13,
6884,2994724,10,23,400001,233,233,131,2,0,440014,2017-12-15,2017-12-14,2018-03-19,4398,2018-03-23,
6885,3007626,10,23,400001,233,233,131,2,0,422003,2017-04-01,2017-03-26,2018-03-22,4398,2018-03-30,
6886,2825840,14,4,600024,233,233,228,1,0,600014,2018-01-10,2017-12-30,2018-01-31,4490,2018-02-03,
6887,2891390,19,12,302006,233,233,131,2,0,342001,2017-04-18,2017-04-14,2018-02-20,4453,2018-02-24,
6888,3013538,14,21,110015,233,233,131,2,0,313001,2018-01-19,2017-05-26,2018-03-24,4580,2018-03-27,
6889,2841088,14,7,500004,233,233,131,1,0,500072,2017-06-03,2017-06-02,2018-02-05,4403,2018-02-09,
6890,2900538,34,7,500004,233,233,228,1,0,500072,2018-01-23,2017-09-08,2018-02-23,4479,2018-02-26,
6891,3045160,5,17,800001,233,233,131,1,0,800020,2017-07-17,2017-07-03,2018-04-01,4370,2018-04-04,
6892,3045160,10,17,800001,233,233,131,1,0,800020,2017-07-17,2017-07-14,2018-04-01,4370,2018-04-04,
6893,3089818,14,7,500004,233,233,131,1,0,500072,2017-04-19,2017-04-18,2018-04-17,4403,2018-04-19,
6894,2832781,10,9,411016,233,233,131,1,0,411028,2017-04-18,2018-03-26,2018-02-02,4021,2018-02-06,
6895,2847689,34,2,110018,233,233,228,1,0,110029,2017-05-19,2017-06-16,2018-02-07,4150,2018-02-12,
6896,2842951,14,7,500004,233,233,131,1,0,500037,2016-07-23,2016-07-23,2018-02-06,4403,2018-02-13,
6897,2862975,14,7,500004,233,233,131,3,0,505001,2017-05-29,2017-05-26,2018-02-12,4403,2018-02-17,
6898,2833133,14,22,400104,233,233,131,3,0,363351,2017-06-24,2017-06-22,2018-02-02,4581,2018-02-07,
6899,2885025,1,7,500004,233,233,131,2,0,520013,2017-12-26,2017-12-26,2018-02-19,4479,2018-02-23,
6900,2922494,14,22,400104,233,233,131,1,0,400013,2017-07-23,2017-07-20,2018-02-28,4581,2018-03-04,
6901,2906583,14,22,400104,233,233,131,3,0,425201,2017-12-01,2017-11-30,2018-02-25,4581,2018-03-01,
6902,2898052,10,2,110018,233,233,228,1,0,110025,2018-02-20,2018-02-15,2018-02-22,4388,2018-03-08,
6903,2941800,14,26,560066,233,233,131,0,0,0,2017-04-08,2017-04-02,2018-03-05,5001,2018-03-22,
6904,2897824,19,6,160059,233,233,131,2,0,134109,2017-09-29,2017-09-29,2018-02-22,4549,2018-03-18,
6905,3015248,19,2,110018,233,233,228,1,0,110090,2017-08-13,2016-10-30,2018-03-24,4550,2018-03-26,
6906,3041559,10,23,400001,233,233,131,1,0,411014,2017-12-23,2017-12-23,2018-03-31,4398,2018-04-03,
6907,3045753,14,22,400104,233,233,131,1,0,400607,2017-06-26,2016-08-23,2018-04-02,4581,2018-04-06,
6908,3065592,10,27,110034,233,233,228,1,0,201304,2018-02-12,2017-05-05,2018-04-08,4388,2018-04-09,
6909,3016942,10,27,110034,233,245,228,1,0,110018,2018-01-30,2018-01-29,2018-03-25,4388,2018-04-10,
6910,2861733,14,8,700064,233,233,131,1,0,700034,2017-03-14,2017-03-10,2018-02-12,4508,2018-02-21,
6911,3067719,19,6,160059,233,233,228,2,0,147001,2018-03-04,2018-03-04,2018-04-09,4549,2018-04-11,
6912,2970742,10,2,110018,233,233,131,3,0,263153,2017-08-05,2017-07-31,2018-03-12,4388,2018-03-13,
6913,3082608,10,23,400001,233,233,131,1,0,400092,2017-05-02,2017-05-02,2018-04-13,4398,2018-04-19,
6914,2939051,19,2,110018,233,233,228,2,0,181152,2017-07-05,2017-03-15,2018-03-04,4550,2018-03-08,
6915,2974278,9,6,160059,233,233,131,3,0,141010,2017-10-21,2017-10-20,2018-03-13,4437,2018-03-17,
6916,3021778,10,23,400001,308,233,131,1,0,400610,2017-05-09,2016-06-13,2018-03-26,4398,2018-04-05,
6917,2858256,14,6,160059,233,233,131,2,0,160101,2018-01-15,2016-05-20,2018-02-10,4673,2018-02-13,
6918,2908406,19,2,110018,233,233,131,2,0,132103,2017-03-21,2017-03-15,2018-02-26,4094,2018-03-06,
6919,3040724,14,26,560066,233,233,228,1,0,560008,2017-06-05,2017-05-08,2018-03-31,5001,2018-04-10,
6920,2938657,10,7,500004,233,0,228,1,0,500072,2017-05-14,2017-05-13,2018-03-04,4474,2018-03-09,
6921,2954193,19,2,110018,233,233,131,1,0,122001,2018-01-24,2016-10-07,2018-03-08,4550,2018-03-11,
6922,2819316,10,3,560011,233,233,228,1,0,560001,2017-08-16,2015-12-11,2018-01-30,4460,2018-02-06,
6923,2861404,9,8,700064,233,233,131,1,0,700157,2017-11-21,2017-11-21,2018-02-11,4499,2018-02-14,
6924,2862698,14,22,400104,233,233,131,1,0,400607,2017-06-30,2017-06-28,2018-02-12,4581,2018-02-16,
6925,2886093,10,1,400059,233,233,228,1,0,400604,2018-01-07,2017-08-02,2018-02-19,4398,2018-02-24,
6926,2874172,10,2,110018,233,233,131,1,0,110092,2018-01-13,2017-10-17,2018-02-15,4388,2018-02-19,
6927,2901210,14,2,110018,233,233,131,1,0,110009,2017-06-13,2017-06-12,2018-02-23,4147,2018-02-27,
6928,2941044,34,24,110092,233,233,131,1,0,400055,2017-08-22,2017-08-18,2018-03-05,4150,2018-03-10,
6929,2971642,10,12,302006,233,233,131,1,0,302029,2018-01-10,2018-01-10,2018-03-12,4407,2018-03-15,
6930,2953269,14,22,400104,233,233,131,2,0,452003,2018-02-03,2017-12-03,2018-03-07,4581,2018-03-13,
6931,2884506,10,2,110018,233,233,131,1,0,110088,2017-05-10,2016-11-01,2018-02-19,4388,2018-03-13,
6932,2982503,1,24,110092,233,233,228,2,0,144001,2017-07-31,2017-06-13,2018-03-15,4150,2018-03-17,
6933,2977410,9,9,411016,233,233,131,3,0,496001,2017-10-04,2017-10-03,2018-03-13,4021,2018-03-17,
6934,2987358,9,7,500004,233,233,131,1,0,500060,2017-11-20,2017-11-20,2018-03-16,4474,2018-03-26,
6935,3001322,14,7,500004,233,233,131,2,0,530004,2017-10-17,2017-10-16,2018-03-20,4403,2018-04-01,
6936,3012946,10,27,110034,0,233,131,0,0,247663,2018-03-07,2017-07-31,2018-03-24,4388,2018-03-28,
6937,3012946,10,27,110034,201,233,131,0,0,247663,2018-03-07,2017-07-31,2018-03-24,4388,2018-03-28,
6938,3033841,14,22,400104,233,233,131,2,0,403707,2018-01-02,2017-12-29,2018-03-29,4581,2018-04-03,
6939,3047008,14,21,110015,201,233,131,0,0,250619,2017-11-24,2017-11-14,2018-04-02,4580,2018-04-10,
6940,2975719,19,6,160059,233,233,131,2,0,140413,2016-12-15,2016-12-14,2018-03-13,4549,2018-03-15,
6941,2859658,14,22,400104,233,233,131,2,0,390012,2017-07-17,2017-07-14,2018-02-10,4581,2018-02-13,
6942,2885491,14,22,400104,233,233,131,1,0,380051,2016-08-18,2016-08-16,2018-02-19,4581,2018-03-06,
6943,2972179,14,22,400104,233,233,131,1,0,411038,2017-05-29,2017-05-27,2018-03-12,4581,2018-03-25,
6944,3036970,19,3,560011,233,245,228,1,0,560029,2017-07-27,2016-07-24,2018-03-29,4469,2018-04-03,
6945,2827007,19,3,560011,233,233,228,1,0,560037,2017-12-16,2016-04-02,2018-02-01,4461,2018-02-05,
6946,2984011,19,7,500004,233,233,228,1,0,500008,2017-10-23,2017-10-22,2018-03-15,4477,2018-03-18,
6947,3055830,14,8,700064,233,233,131,2,0,711302,2017-07-25,2017-07-23,2018-04-05,4508,2018-04-11,
6948,2819033,4,2,110018,233,233,131,1,0,201301,2017-02-07,2017-01-29,2018-01-30,4148,2018-02-01,
6949,2819124,14,2,110018,233,233,131,0,0,0,2017-09-12,2017-08-26,2018-01-30,4388,2018-02-01,
6950,2819124,10,2,110018,233,233,131,0,0,0,2017-09-12,2016-07-24,2018-01-30,4388,2018-02-01,
6951,2859298,9,5,380009,233,233,131,2,0,394220,2017-10-05,2017-10-04,2018-02-10,4422,2018-02-17,
6952,2920942,10,2,110018,233,233,228,2,0,248001,2018-01-31,2017-05-14,2018-02-27,4388,2018-03-04,
6953,2953901,14,7,500004,233,233,131,1,0,500075,2017-07-10,2017-07-07,2018-03-08,4403,2018-03-12,
6954,2904675,9,12,302006,233,233,131,1,0,302021,2017-10-16,2017-10-15,2018-02-24,4407,2018-03-10,
6955,2939538,19,5,380009,233,233,131,2,0,395001,2017-12-05,2017-11-23,2018-03-05,4546,2018-03-14,
6956,2972359,9,8,700064,233,233,131,2,0,700124,2017-11-14,2017-11-13,2018-03-12,4499,2018-03-14,
6957,2960154,14,22,400104,233,233,131,1,0,411014,2017-10-10,2017-10-04,2018-03-09,4581,2018-03-12,
6958,2970928,19,7,500004,233,233,228,2,0,530022,2018-02-12,2017-06-12,2018-03-12,4477,2018-03-15,
6959,2940240,19,6,160059,233,233,131,2,0,140603,2017-05-25,2017-05-19,2018-03-05,4549,2018-03-28,
6960,3009285,4,1,400059,308,233,131,1,0,400071,2017-09-25,2017-10-09,2018-03-22,4011,2018-04-02,
6961,2981636,14,21,110015,233,233,131,2,0,251001,2017-06-24,2017-06-23,2018-03-15,4580,2018-03-31,
6962,2938081,14,26,560066,233,233,131,1,0,600037,2017-06-14,2017-05-23,2018-03-03,5001,2018-03-31,
6963,3009470,19,6,160059,233,233,228,3,0,144415,2017-12-08,2016-12-11,2018-03-23,4549,2018-03-29,
6964,3031799,22,1,400059,233,233,131,1,0,411044,2017-07-07,2017-07-07,2018-03-28,4011,2018-04-03,
6965,3037986,19,3,560011,233,233,228,1,0,560093,2018-01-27,2016-10-12,2018-03-30,4469,2018-04-09,
6966,3082206,14,26,560066,233,233,131,1,0,603103,2017-05-30,2017-05-29,2018-04-13,5001,2018-04-18,
6967,3025956,5,2,110018,233,245,131,1,0,110009,2017-11-11,2017-11-10,2018-03-27,4093,2018-04-02,
6968,3039813,19,3,560011,308,245,131,1,0,560066,2017-02-25,2017-02-25,2018-03-30,4461,2018-04-06,
6969,2827720,4,2,110018,201,201,228,0,0,201016,2017-08-26,2017-08-24,2018-02-01,4148,2018-02-03,
6970,2939130,19,10,226010,201,201,228,0,0,225001,2018-01-11,2018-01-02,2018-03-04,4547,2018-03-10,
6971,2957487,13,2,110018,233,233,131,1,0,110052,2017-10-23,2017-10-19,2018-03-08,4092,2018-03-13,
6972,2944876,19,2,110018,308,233,131,1,0,110013,2017-10-25,2017-04-14,2018-03-06,4091,2018-03-20,
6973,3027808,14,21,110015,201,233,131,4,0,140118,2017-09-13,2017-09-09,2018-03-27,4580,2018-04-05,
6974,3060403,22,1,400059,233,233,131,1,0,711102,2017-08-18,2017-08-14,2018-04-06,4011,2018-04-09,
6975,2891642,13,2,110018,233,233,228,1,0,110043,2018-01-20,2018-01-19,2018-02-20,4092,2018-02-23,
6976,2840556,8,1,400059,233,233,131,2,0,422001,2017-02-19,2017-02-17,2018-02-05,4016,2018-02-08,
6977,2888510,1,24,110092,233,233,131,1,0,201310,2017-05-10,2017-05-04,2018-02-20,4150,2018-03-07,
6978,2950418,9,8,700064,233,233,131,3,0,754021,2017-12-13,2017-12-13,2018-03-07,4499,2018-03-16,
6979,2948355,10,3,560011,308,233,228,1,0,560085,2017-08-29,2017-06-26,2018-03-07,4460,2018-03-21,
6980,2847862,14,9,411016,233,233,131,1,0,411016,2017-02-17,2017-02-16,2018-02-07,4581,2018-02-09,
6981,2885111,14,21,110015,233,233,131,1,0,110080,2017-11-17,2017-11-11,2018-02-19,4580,2018-02-28,
6982,2963951,14,7,500004,233,233,131,1,0,501506,2017-12-10,2017-12-06,2018-03-10,4403,2018-03-20,
6983,2948695,14,21,110015,201,233,131,0,0,228001,2017-07-17,2017-06-07,2018-03-07,4393,2018-03-22,
6984,2971659,10,25,560037,233,245,131,1,0,560029,2016-12-07,2016-12-06,2018-03-12,4460,2018-03-14,
6985,2857319,10,8,700064,233,233,131,1,0,700014,2017-05-23,2017-05-22,2018-02-09,4499,2018-02-13,
6986,2904408,14,3,560011,233,233,131,1,0,560043,2017-07-21,2017-07-21,2018-02-24,4467,2018-02-26,
6987,3014307,14,8,700064,233,233,131,1,0,700007,2017-05-18,2017-05-17,2018-03-24,4508,2018-04-02,
6988,3071682,14,21,110015,308,245,131,1,0,110087,2017-07-28,2017-07-27,2018-04-10,4580,2018-04-16,
6989,2860838,4,2,110018,233,233,228,1,0,201010,2017-09-06,2017-09-04,2018-02-11,4148,2018-02-14,
6990,2868028,10,7,500004,233,233,131,1,0,500003,2017-06-13,2017-06-11,2018-02-14,4474,2018-02-20,
6991,2939967,14,3,560011,233,233,131,1,0,560103,2017-07-10,2017-06-17,2018-03-05,4467,2018-03-07,
6992,2926852,10,2,110018,233,233,131,1,0,110044,2018-01-29,2018-01-25,2018-03-01,4388,2018-03-03,
6993,2904557,14,7,500004,233,233,131,3,0,504001,2017-04-17,2017-04-12,2018-02-24,4403,2018-03-12,
6994,2951287,14,21,110015,233,233,131,3,0,784001,2017-08-03,2017-07-28,2018-03-07,4580,2018-03-13,
6995,2951287,14,21,110015,233,233,131,3,0,784001,2017-08-03,2017-07-06,2018-03-07,4580,2018-03-13,
6996,2951287,14,21,110015,233,233,131,2,0,221010,2017-08-03,2017-07-06,2018-03-07,4580,2018-03-13,
6997,2951287,14,21,110015,233,233,131,2,0,221010,2017-08-03,2017-07-28,2018-03-07,4580,2018-03-13,
6998,2987050,10,2,110018,201,233,131,4,0,127046,2018-01-16,2017-11-24,2018-03-16,4388,2018-03-19,
6999,2982720,9,7,500004,233,233,131,2,0,530013,2018-03-03,2018-03-03,2018-03-15,4474,2018-03-27,
7000,2983542,14,17,800001,233,233,131,3,0,854105,2018-02-28,2018-02-15,2018-03-15,4410,2018-03-31,
7001,3021201,14,22,400104,233,233,131,2,0,390021,2016-04-04,2016-04-01,2018-03-26,4581,2018-03-30,
7002,3031747,14,22,400104,233,233,131,2,0,390021,2017-07-07,2017-07-06,2018-03-28,4581,2018-04-03,
7003,2999632,19,12,302006,233,233,131,2,0,301707,2018-02-28,2017-09-23,2018-03-20,4453,2018-03-28,
7004,3017746,14,21,110015,233,233,131,1,0,110019,2017-11-16,2018-04-07,2018-03-25,4580,2018-04-03,
7005,3069371,14,22,400104,233,233,228,1,0,400059,2018-03-24,2018-03-24,2018-04-09,4581,2018-04-14,
7006,3005002,19,8,700064,233,233,228,1,0,700001,2018-02-05,2017-08-08,2018-03-21,4511,2018-04-08,
7007,2839574,14,21,110015,233,245,131,1,0,110034,2017-05-08,2017-05-05,2018-02-05,4580,2018-02-08,
7008,2881035,19,5,380009,233,245,131,1,0,380015,2017-09-13,2017-03-26,2018-02-17,4546,2018-02-24,
7009,2859483,19,2,110018,233,245,228,1,0,110026,2018-01-22,2018-01-13,2018-02-10,4091,2018-02-15,
7010,3056693,14,26,560066,233,245,131,1,0,560100,2018-01-23,2018-01-23,2018-04-05,5001,2018-04-09,
7011,2865507,14,21,110015,233,233,131,1,0,122002,2017-11-07,2017-10-22,2018-02-13,4580,2018-02-20,
7012,2961018,4,6,160059,233,233,131,3,0,174103,2018-01-17,2017-10-09,2018-03-09,4443,2018-03-16,
7013,3047022,19,10,226010,233,233,131,1,0,226010,2017-11-20,2017-11-20,2018-04-02,4547,2018-04-05,
7014,2969269,14,7,500004,233,233,131,2,0,522647,2017-06-30,2017-06-28,2018-03-10,4403,2018-03-13,
7015,3017366,10,27,110034,201,233,131,0,0,335804,2017-07-21,2017-06-30,2018-03-25,4388,2018-03-28,
7016,3065863,36,3,560011,233,233,228,1,0,560067,2018-03-07,2017-05-19,2018-04-08,4399,2018-04-11,
7017,2844653,19,2,110018,233,245,131,1,0,110016,2017-11-24,2017-11-21,2018-02-06,4091,2018-02-09,
7018,2820115,11,12,302006,233,233,228,2,0,342006,2017-06-03,2017-05-24,2018-01-30,4407,2018-02-11,
7019,2921149,14,21,110015,233,233,131,2,0,148024,2017-04-24,2017-04-22,2018-02-27,4580,2018-03-01,
7020,3004413,14,21,110015,201,233,131,0,0,177601,2017-12-13,2017-12-09,2018-03-21,4580,2018-03-26,
7021,3043387,4,1,400059,308,233,131,1,0,400060,2017-09-08,2017-09-05,2018-03-31,4011,2018-04-07,
7022,3074237,14,26,560066,233,233,131,1,0,560032,2017-04-23,2017-04-21,2018-04-11,5001,2018-04-17,
7023,3074237,14,26,560066,233,233,131,1,0,560032,2017-04-23,2016-10-13,2018-04-11,5001,2018-04-17,
