,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,Dataset
474,3044525,0,22,400104,233,233,131,2,0,440022,2017-10-19,2017-10-17,2018-04-01,4581,2018-04-04,12.86624431087878
475,3059193,2,2,110018,233,233,131,0,0,110096,2017-04-13,2017-04-13,2018-04-06,4550,2018-04-11,9.929468828550068
476,2983302,8,23,400001,233,245,131,2,0,395006,2017-12-28,2017-12-28,2018-03-15,4398,2018-03-19,14.001259973112836
477,2873245,13,6,160059,233,233,131,2,0,160019,2018-01-18,2018-01-18,2018-02-15,4673,2018-03-19,14.997645563865103
478,2837265,0,22,400104,233,233,131,2,0,440009,2017-03-04,2017-03-03,2018-02-03,4581,2018-02-04,15.627289503562222
479,2844359,1,5,380009,233,233,131,0,0,380051,2017-08-23,2017-04-28,2018-02-06,4422,2018-02-12,11.507180773484018
480,2893370,0,2,110018,233,233,228,0,0,110075,2017-05-21,2017-02-18,2018-02-21,4147,2018-02-23,12.178898541945365
481,3050376,12,1,400059,233,233,131,0,0,380051,2018-01-02,2018-01-02,2018-04-03,4018,2018-04-14,16.31848256354022
482,2983420,6,3,560011,233,245,131,2,0,570016,2017-12-20,2017-07-09,2018-03-15,4468,2018-03-18,12.91986856973691
483,2973415,0,21,110015,233,233,131,1,0,143001,2017-07-20,2017-07-07,2018-03-13,4580,2018-03-17,11.77386403697466
484,2941814,2,10,226010,233,233,131,2,0,243001,2018-02-06,2017-05-25,2018-03-05,4547,2018-03-09,17.019877926127002
485,3048230,0,21,110015,308,233,131,0,0,110030,2016-08-25,2016-08-23,2018-04-02,4580,2018-04-06,7.850830013616256
486,2940204,6,8,700064,233,233,131,0,0,711101,2017-04-25,2018-04-05,2018-03-05,4499,2018-03-09,14.512739674857764
487,2822818,0,8,700064,233,233,131,0,0,700001,2016-08-01,2016-05-11,2018-01-31,4508,2018-02-02,9.160839177379058
488,2838596,0,21,110015,233,233,131,0,0,201301,2017-07-07,2017-06-29,2018-02-04,4580,2018-02-13,11.197709605499163
489,2848163,1,12,302006,233,233,131,0,0,302012,2017-07-13,2017-05-02,2018-02-07,4407,2018-02-19,12.398687992741182
490,2879698,2,6,160059,233,233,228,2,0,160030,2017-12-06,2016-11-25,2018-02-17,4549,2018-02-19,13.732093443703683
491,2931443,16,1,400059,233,233,131,0,0,110039,2017-07-26,2017-07-24,2018-03-03,4011,2018-03-07,20.912291122073395
492,2978646,2,4,600024,233,233,131,2,0,620001,2017-11-04,2017-11-03,2018-03-14,4492,2018-03-20,13.818225626925798
493,2977403,21,2,110018,308,233,131,0,0,110051,2017-04-28,2017-03-06,2018-03-13,4091,2018-03-20,15.698411377244161
494,3017262,2,12,302006,233,233,131,0,0,302022,2017-12-17,2017-12-15,2018-03-25,4453,2018-03-27,12.623822488569743
495,3042076,0,22,400104,233,233,131,0,0,380006,2017-06-12,2017-06-10,2018-03-31,4581,2018-04-04,9.649514660130874
496,3008475,2,2,110018,233,233,131,2,0,131001,2018-02-05,2017-12-21,2018-03-22,4550,2018-04-04,12.742292760905293
497,3050330,1,27,110034,233,233,228,0,0,110029,2018-03-09,2018-03-02,2018-04-03,4388,2018-04-10,10.257111129674898
498,3038213,1,27,110034,233,245,131,0,0,110025,2017-12-13,2017-12-13,2018-03-30,4388,2018-04-09,14.90908665203762
499,2920840,13,1,400059,233,233,131,0,0,400051,2017-12-14,2017-12-13,2018-02-27,4581,2018-03-07,13.042862336378494
500,2969023,14,24,110092,233,233,131,0,0,110072,2018-01-27,2018-01-07,2018-03-10,4150,2018-03-13,13.489611106557895
501,2961591,12,2,110018,233,233,131,0,0,110067,2017-05-08,2017-05-07,2018-03-09,4092,2018-03-14,13.591393355464222
502,3059009,0,6,160059,233,233,131,2,0,160019,2017-10-06,2017-10-01,2018-04-05,4441,2018-04-11,10.424948364810383
503,2883293,0,4,600024,233,233,131,2,0,607402,2017-11-18,2017-11-16,2018-02-18,4490,2018-02-21,11.627262327392193
504,2934920,0,7,500004,233,233,131,2,0,530017,2017-10-20,2017-10-18,2018-03-03,4403,2018-03-07,13.717577578371303
505,2990164,0,22,400104,308,233,131,0,0,400083,2017-07-24,2016-10-01,2018-03-17,4581,2018-03-21,10.668654624895805
506,2990164,0,22,400104,308,233,131,0,0,400083,2017-07-24,2017-07-20,2018-03-17,4581,2018-03-21,10.668654624895805
507,3031453,1,27,110034,233,233,131,2,0,131021,2017-12-26,2017-12-19,2018-03-28,4388,2018-03-31,14.166410006486236
508,3030208,1,25,560037,201,233,131,4,0,683543,2017-06-05,2017-05-10,2018-03-28,4460,2018-04-09,12.971372344174611
509,2924766,1,2,110018,233,233,228,0,0,110075,2017-12-29,2017-07-21,2018-02-28,4388,2018-03-04,12.224598130318745
510,2930751,0,22,400104,233,233,131,0,0,400098,2017-12-26,2017-12-16,2018-03-02,4581,2018-03-06,12.082823059788184
511,3012230,1,8,700064,233,233,131,0,0,700072,2017-08-26,2017-04-01,2018-03-23,4499,2018-03-26,11.64002751134421
512,3003946,1,6,160059,233,233,228,1,0,141002,2018-02-17,2018-02-13,2018-03-21,4437,2018-03-29,10.629205852532348
513,2962440,11,1,400059,233,245,131,2,0,394210,2018-01-31,2017-05-25,2018-03-10,4015,2018-03-19,21.289036257072507
514,2943050,6,4,600024,233,233,228,0,0,600118,2017-10-27,2016-06-25,2018-03-05,4488,2018-03-09,11.583867619314955
515,2994280,13,26,560066,308,233,131,0,0,560037,2017-06-02,2017-05-30,2018-03-18,5001,2018-03-20,19.06632441318041
516,3025655,0,22,400104,233,233,131,2,0,384002,2017-06-28,2017-06-24,2018-03-27,4581,2018-03-31,11.10309075494167
517,2856203,2,6,160059,233,233,228,2,0,160103,2018-01-18,2018-01-03,2018-02-09,4549,2018-02-12,14.125127355503178
518,2898673,0,2,110018,233,233,131,0,0,110085,2017-06-30,2017-06-28,2018-02-22,4147,2018-02-26,12.034019005859081
519,2906662,1,2,110018,308,233,131,0,0,122001,2017-07-29,2017-07-18,2018-02-25,4388,2018-03-05,13.417303480732729
520,2939509,0,7,500004,233,233,131,0,0,500084,2017-05-22,2017-05-19,2018-03-05,4403,2018-03-09,9.888927400274513
521,3009705,0,21,110015,233,233,228,2,0,180012,2018-02-15,2018-01-09,2018-03-23,4580,2018-03-26,13.166473591160734
522,2860907,0,21,110015,233,233,131,0,0,110034,2017-07-06,2017-07-05,2018-02-11,4580,2018-02-13,9.5185739549125
523,2865502,4,21,110015,233,233,131,4,0,0,2017-06-17,2017-06-13,2018-02-13,4580,2018-02-15,8.172115858995037
524,2865502,4,21,110015,233,233,131,0,0,110025,2017-06-17,2017-06-13,2018-02-13,4580,2018-02-15,9.351791944853895
525,2865502,0,21,110015,233,233,131,0,0,110025,2017-06-17,2017-05-05,2018-02-13,4580,2018-02-15,9.031710080017358
526,2865502,0,21,110015,233,233,131,4,0,0,2017-06-17,2017-05-05,2018-02-13,4580,2018-02-15,8.628522386344422
527,2884038,1,12,302006,233,233,228,0,0,302001,2017-09-29,2017-03-08,2018-02-18,4453,2018-02-21,11.483461019563913
528,2926865,2,3,560011,233,233,228,0,0,560097,2017-12-15,2017-03-29,2018-03-01,4469,2018-03-06,13.073532222312897
529,3024359,1,27,110034,308,233,228,0,0,110051,2018-02-17,2016-12-16,2018-03-27,4388,2018-04-03,12.952842918515826
530,3044401,2,2,110018,233,233,131,2,0,124001,2018-02-28,2017-10-03,2018-04-01,4550,2018-04-03,12.19119916489009
531,3000644,0,21,110015,233,233,131,2,0,131028,2017-11-10,2018-04-11,2018-03-20,4580,2018-04-01,12.097213348596703
532,3065947,0,22,400104,233,233,131,2,0,431601,2017-07-24,2017-07-20,2018-04-08,4581,2018-04-10,12.99041883692239
533,2827514,0,21,110015,233,245,131,0,0,110070,2017-05-16,2017-05-13,2018-02-01,4580,2018-02-05,13.68047576689562
534,2991249,14,24,110092,233,245,131,0,0,110086,2017-04-22,2017-04-20,2018-03-17,4150,2018-03-24,9.356013163662102
535,2869637,0,21,110015,233,233,131,2,0,248007,2017-12-28,2017-06-22,2018-02-14,4580,2018-02-17,13.972573478071405
536,2840650,2,1,400059,0,0,131,0,0,400053,2017-11-22,2017-11-20,2018-02-05,4545,2018-02-08,12.546681636821079
537,2883620,2,11,641012,233,233,228,0,0,641035,2018-02-02,2017-04-15,2018-02-18,4492,2018-02-21,11.863222676042675
538,3063850,0,7,500004,233,233,131,0,0,500079,2017-05-19,2017-05-17,2018-04-07,4403,2018-04-18,7.364503048365531
539,2886273,0,17,800001,233,233,131,0,0,800013,2017-07-29,2017-07-27,2018-02-19,4538,2018-02-21,11.997266623178655
540,3019633,1,25,560037,233,233,131,0,0,560068,2018-02-22,2017-10-29,2018-03-26,4460,2018-03-31,8.763733155459548
541,3054023,2,5,380009,233,233,228,0,0,380055,2018-03-01,2018-02-26,2018-04-04,4546,2018-04-10,10.780949214297856
542,2883881,2,6,160059,233,233,131,1,0,143001,2018-01-19,2017-02-12,2018-02-18,4549,2018-02-21,14.418325617113622
543,2945175,0,21,110015,233,233,131,2,0,132103,2017-11-11,2017-11-08,2018-03-06,4580,2018-03-12,13.349129884914268
544,2921054,0,21,110015,233,233,131,2,0,342001,2017-07-31,2017-07-29,2018-02-27,4580,2018-03-03,14.996359651930188
545,2830791,0,7,500004,233,233,131,1,0,507115,2017-10-06,2017-09-30,2018-02-02,4403,2018-02-10,12.033267153450327
546,2951098,13,12,302006,233,233,131,2,0,313001,2018-02-27,2018-02-25,2018-03-07,4668,2018-03-15,26.628156002074213
547,3025629,0,7,500004,233,233,131,0,0,500016,2018-01-02,2018-01-01,2018-03-27,4403,2018-04-04,7.743142726804692
548,3058004,0,21,110015,308,233,131,0,0,122018,2017-10-16,2017-10-13,2018-04-05,4580,2018-04-12,8.599005990771378
549,2894422,0,3,560011,233,245,131,0,0,560037,2017-02-27,2017-02-08,2018-02-21,4467,2018-02-24,9.424751223443248
550,2901320,2,3,560011,233,245,131,0,0,560008,2017-04-09,2017-04-06,2018-02-23,4461,2018-02-26,12.780120519701699
551,2843754,7,1,400059,233,233,131,0,0,400004,2017-02-18,2017-02-15,2018-02-06,4019,2018-02-10,13.087226901120715
552,2843203,1,1,400059,233,233,228,0,0,400612,2017-06-21,2016-09-12,2018-02-06,4398,2018-02-12,10.371836893719092
553,2859463,12,2,110018,233,233,131,0,0,121003,2017-02-24,2017-02-08,2018-02-10,4092,2018-02-15,12.04268771971187
554,2886084,11,1,400059,233,233,131,0,0,401303,2017-02-25,2017-02-25,2018-02-19,4015,2018-02-23,16.0611166155262
555,2866387,0,21,110015,233,233,131,2,0,334001,2017-08-31,2017-08-25,2018-02-13,4580,2018-02-24,15.190088657352884
556,2907324,0,21,110015,233,233,131,0,0,302012,2017-03-07,2017-03-03,2018-02-26,4580,2018-03-06,12.412927317673455
557,2889057,0,6,160059,233,233,131,2,0,160047,2017-03-14,2017-03-09,2018-02-20,4673,2018-03-08,12.905640416957413
558,2933663,2,2,110018,308,233,228,0,0,122003,2017-10-15,2017-07-01,2018-03-03,4091,2018-03-17,14.697666843146388
559,2973581,0,22,400104,233,233,131,0,0,400604,2016-09-01,2016-08-30,2018-03-13,4581,2018-03-21,10.463162301067753
560,3029501,1,27,110034,233,233,228,2,0,342008,2017-05-19,2017-05-19,2018-03-28,4388,2018-04-06,15.770803198209023
561,2899996,1,3,560011,233,245,131,0,0,560066,2018-01-24,2018-01-24,2018-02-23,4460,2018-02-26,8.951053031020102
562,2855179,2,2,110018,233,233,131,0,0,110093,2017-11-29,2017-11-22,2018-02-09,4094,2018-02-14,14.613993102257473
563,3030476,0,7,500004,233,233,131,2,0,520002,2017-08-26,2017-07-08,2018-03-28,4403,2018-04-02,10.426667648219496
564,2938992,0,21,110015,233,233,131,1,0,141003,2017-10-12,2017-10-10,2018-03-04,4580,2018-03-11,13.188538088657037
565,3073790,0,21,110015,233,233,131,0,0,110062,2017-10-23,2017-10-16,2018-04-11,4580,2018-04-14,7.63115543591798
566,2900218,0,21,110015,201,233,131,3,0,124146,2017-03-04,2017-03-02,2018-02-23,4580,2018-02-27,16.09734453278429
567,2930437,0,21,110015,233,233,131,2,0,136038,2017-08-01,2017-07-29,2018-03-02,4580,2018-03-07,13.538753459565859
568,3023784,1,27,110034,233,233,228,0,0,121005,2017-09-18,2017-07-19,2018-03-27,4388,2018-04-06,13.819637944919808
569,2860965,1,2,110018,233,233,228,2,0,135003,2017-04-26,2016-11-27,2018-02-11,4388,2018-02-20,13.041446795999466
570,2928767,0,21,110015,233,245,131,0,0,110001,2017-03-27,2016-05-12,2018-03-01,4580,2018-03-10,12.239631552745594
571,2840328,2,2,110018,233,233,131,0,0,110024,2017-04-04,2017-04-02,2018-02-05,4091,2018-02-16,13.203230938031117
572,2821067,8,12,302006,233,233,131,2,0,313001,2017-12-13,2017-12-13,2018-01-30,4407,2018-02-01,16.679347648012712
573,2850925,1,6,160059,233,233,228,1,0,141001,2017-04-26,2016-12-28,2018-02-08,4437,2018-02-13,12.088588706335946
574,2867878,0,17,800001,233,233,131,2,0,848101,2018-01-10,2017-02-20,2018-02-14,4538,2018-02-19,16.404097117427696
575,3058072,6,3,560011,233,245,228,0,0,560079,2018-03-01,2017-07-23,2018-04-05,5146,2018-04-09,11.253187708797709
576,2824553,1,3,560011,233,233,228,0,0,560076,2017-12-29,2017-12-28,2018-01-31,4667,2018-02-03,10.10157928618851
577,2969868,0,21,110015,233,233,131,0,0,110088,2016-04-29,2016-04-01,2018-03-11,4580,2018-03-14,10.048932763080211
578,2958112,0,21,110015,233,233,131,0,0,110009,2017-10-02,2017-09-28,2018-03-09,4580,2018-03-15,11.250490225432138
579,2873570,1,7,500004,233,233,228,0,0,500003,2017-07-18,2017-06-30,2018-02-15,4474,2018-03-18,8.885518464806715
580,2975939,2,2,110018,233,233,131,0,0,110051,2017-12-21,2017-12-21,2018-03-13,4550,2018-03-15,12.148893363734825
581,2953045,0,22,400104,233,233,131,0,0,411014,2017-05-08,2017-05-06,2018-03-07,4581,2018-03-13,12.998665352281293
582,3001266,1,6,160059,233,233,131,2,0,125055,2017-09-26,2017-09-21,2018-03-20,4437,2018-03-23,11.826676988839653
583,3003981,0,17,800001,233,233,131,1,0,834004,2017-05-09,2017-05-06,2018-03-21,4538,2018-03-26,14.38990997051112
584,3060416,0,22,400104,233,233,131,0,0,400071,2017-09-08,2017-09-05,2018-04-06,4581,2018-04-11,8.599212810609133
585,3043846,2,2,110018,233,233,228,0,0,121003,2018-03-08,2016-12-25,2018-03-31,4550,2018-04-07,10.598297860834409
586,3047010,0,26,560066,233,233,131,0,0,600125,2017-06-03,2017-05-23,2018-04-02,5001,2018-04-11,10.152560552781015
587,3007440,0,22,400104,233,233,131,0,0,411001,2017-07-17,2017-07-13,2018-03-22,4581,2018-04-09,11.904953746739917
588,2822700,0,21,110015,233,233,131,1,0,122050,2017-09-17,2017-09-09,2018-01-31,4580,2018-02-02,11.396238274236111
589,2822700,14,21,110015,233,233,131,1,0,122050,2017-09-17,2016-01-01,2018-01-31,4580,2018-02-02,11.293198872726263
590,2949641,0,21,110015,201,233,131,4,0,250341,2016-11-07,2016-11-04,2018-03-07,4580,2018-03-10,15.154346155159429
591,3012071,14,7,500004,233,233,228,0,0,500042,2018-03-07,2018-02-04,2018-03-23,4479,2018-03-27,8.248635965112136
592,3085603,0,7,500004,233,233,131,0,0,500038,2017-12-15,2017-12-13,2018-04-14,4403,2018-04-18,6.2715247511485455
593,2836788,0,21,110015,233,233,131,2,0,140413,2017-03-01,2017-02-24,2018-02-03,4580,2018-02-06,12.9302382813414
594,3048394,0,22,400104,233,233,131,2,0,390002,2017-10-04,2017-09-30,2018-04-02,4581,2018-04-08,11.67838148418873
595,2944456,0,4,600024,233,233,131,0,0,600016,2017-04-13,2017-04-12,2018-03-06,4490,2018-03-08,8.45928806459991
596,3059906,8,23,400001,233,233,131,2,0,390001,2018-02-14,2018-02-14,2018-04-06,4398,2018-04-09,12.004223741180041
597,3047377,0,26,560066,233,233,228,0,0,560068,2018-03-12,2018-01-29,2018-04-02,5001,2018-04-12,10.030972946316869
598,3083483,0,17,800001,233,233,131,0,0,800013,2016-06-06,2016-06-02,2018-04-14,4410,2018-04-17,6.0289097260207
599,2854424,0,22,400104,233,245,131,2,0,363641,2016-10-18,2016-10-14,2018-02-09,4581,2018-02-19,14.982096455711195
600,2865597,0,22,400104,233,233,131,2,0,440016,2017-07-24,2017-07-22,2018-02-13,4581,2018-02-17,15.133294458127654
601,2919883,0,7,500004,233,233,131,0,0,500025,2017-06-15,2017-06-14,2018-02-27,4403,2018-03-03,11.843179026646828
602,2996026,13,6,160059,233,233,131,1,0,171006,2017-08-16,2015-09-12,2018-03-19,4441,2018-03-26,17.193269581907522
603,2996026,13,6,160059,233,233,131,1,0,171006,2017-08-16,2016-09-30,2018-03-19,4441,2018-03-26,17.193269581907522
604,2833279,1,8,700064,233,233,131,0,0,700029,2017-07-07,2017-06-27,2018-02-02,4499,2018-02-05,11.96371805765177
605,2897790,2,2,110018,233,233,228,0,0,122004,2018-01-22,2017-05-18,2018-02-22,4091,2018-02-26,13.671389463422473
606,3014467,1,17,800001,201,233,131,3,0,845412,2017-09-14,2017-09-14,2018-03-24,4370,2018-03-28,17.172665499606488
607,3046243,1,23,400001,233,233,131,0,0,400606,2017-05-10,2017-05-01,2018-04-02,4398,2018-04-06,9.406340746642057
608,2983287,8,12,302006,233,233,131,2,0,313001,2017-11-02,2017-11-01,2018-03-15,4407,2018-03-17,14.589958577602667
609,2822733,6,2,110018,233,233,228,0,0,122009,2017-11-19,2017-10-05,2018-01-31,4148,2018-02-05,14.078269193242232
610,2831678,0,3,560011,233,233,131,0,0,560041,2017-04-22,2017-04-19,2018-02-02,4467,2018-02-07,9.359215638848996
611,2841076,0,21,110015,233,233,131,0,0,302018,2016-12-27,2016-12-06,2018-02-05,4668,2018-02-08,12.46050119672307
612,2839341,1,5,380009,233,233,131,0,0,380007,2017-12-12,2017-12-07,2018-02-05,4422,2018-02-10,11.511435907456688
613,2879653,0,2,110018,233,233,131,0,0,110012,2017-05-30,2017-05-29,2018-02-17,4147,2018-02-22,12.03219146824645
614,2854025,1,6,160059,233,233,131,1,0,136026,2017-07-14,2017-07-13,2018-02-09,4437,2018-02-13,12.335502179583345
615,2928931,1,2,110018,233,233,131,0,0,110034,2017-05-10,2017-05-10,2018-03-01,4388,2018-03-05,12.197923250583823
616,2928756,0,8,700064,201,233,131,4,0,757037,2017-03-11,2017-03-09,2018-03-01,4508,2018-03-06,15.051931494283938
617,2949050,1,7,500004,233,233,228,0,0,500049,2018-02-09,2018-02-07,2018-03-07,4474,2018-03-13,8.476099688197218
618,2930141,14,24,110092,233,233,228,0,0,110044,2018-02-04,2018-02-03,2018-03-01,4150,2018-03-09,11.857381893802579
619,2951962,1,10,226010,233,233,228,2,0,282006,2018-01-22,2017-09-17,2018-03-07,4425,2018-03-09,13.320705383710731
620,2941785,2,12,302006,233,233,228,0,0,302018,2018-01-31,2017-10-06,2018-03-05,4453,2018-03-12,15.147251171421745
621,2953241,1,2,110018,233,233,228,0,0,110096,2018-02-09,2016-10-28,2018-03-07,4388,2018-03-18,11.20966493606729
622,3000314,1,2,110018,233,233,228,0,0,110034,2018-03-04,2017-07-21,2018-03-20,4388,2018-03-21,10.632384857816065
623,3035314,2,12,302006,233,233,131,0,0,302025,2017-11-09,2017-11-08,2018-03-29,4453,2018-04-04,12.040512819642709
624,3039486,0,8,700064,0,233,131,2,0,734007,2017-07-03,2017-06-29,2018-03-30,4508,2018-04-03,13.32468871180736
625,3039486,0,8,700064,233,233,131,2,0,734007,2017-07-03,2017-06-29,2018-03-30,4508,2018-04-03,12.525713545265544
626,3079909,1,23,400001,233,233,131,1,0,474005,2018-03-21,2018-01-25,2018-04-12,4398,2018-04-14,11.083077651005956
627,3063578,1,27,110034,0,233,131,0,0,110088,2017-05-18,2017-05-17,2018-04-07,4388,2018-04-18,8.80270675482921
628,3063578,1,27,110034,233,233,131,0,0,110088,2017-05-18,2017-05-17,2018-04-07,4388,2018-04-18,9.533031615652114
629,2990169,1,10,226010,233,233,131,2,0,282007,2018-03-11,2018-03-08,2018-03-17,4425,2018-03-20,13.246290540305456
630,2897728,15,1,400059,233,233,228,0,0,500007,2018-01-18,2017-09-08,2018-02-22,4478,2018-02-23,12.577171723297042
631,2985794,1,6,160059,233,233,131,1,0,141003,2017-12-24,2017-12-22,2018-03-15,4437,2018-03-20,11.22284786922706
632,2965604,13,10,226010,233,233,131,2,0,229001,2018-02-18,2017-12-15,2018-03-10,4393,2018-03-16,26.224067311320482
633,2950459,0,7,500004,233,233,131,0,0,500082,2017-06-15,2017-04-13,2018-03-07,4403,2018-03-13,9.356112497812124
634,2994724,1,23,400001,233,233,131,2,0,440014,2017-12-15,2017-12-14,2018-03-19,4398,2018-03-23,14.127657325939968
635,3007626,1,23,400001,233,233,131,2,0,422003,2017-04-01,2017-03-26,2018-03-22,4398,2018-03-30,12.914682969884023
636,2825840,0,4,600024,233,233,228,0,0,600014,2018-01-10,2017-12-30,2018-01-31,4490,2018-02-03,8.09651237075786
637,2891390,2,12,302006,233,233,131,2,0,342001,2017-04-18,2017-04-14,2018-02-20,4453,2018-02-24,18.25916039941101
638,3013538,0,21,110015,233,233,131,2,0,313001,2018-01-19,2017-05-26,2018-03-24,4580,2018-03-27,12.780350124300337
639,2841088,0,7,500004,233,233,131,0,0,500072,2017-06-03,2017-06-02,2018-02-05,4403,2018-02-09,10.120797131909868
640,2900538,10,7,500004,233,233,228,0,0,500072,2018-01-23,2017-09-08,2018-02-23,4479,2018-02-26,11.163693853706054
641,3045160,11,17,800001,233,233,131,0,0,800020,2017-07-17,2017-07-03,2018-04-01,4370,2018-04-04,18.827239226452637
642,3045160,1,17,800001,233,233,131,0,0,800020,2017-07-17,2017-07-14,2018-04-01,4370,2018-04-04,9.675659241574905
643,3089818,0,7,500004,233,233,131,0,0,500072,2017-04-19,2017-04-18,2018-04-17,4403,2018-04-19,5.890707007630905
644,2832781,1,9,411016,233,233,131,0,0,411028,2017-04-18,2018-03-26,2018-02-02,4021,2018-02-06,11.661316266748686
645,2847689,10,2,110018,233,233,228,0,0,110029,2017-05-19,2017-06-16,2018-02-07,4150,2018-02-12,11.14623649615488
646,2842951,0,7,500004,233,233,131,0,0,500037,2016-07-23,2016-07-23,2018-02-06,4403,2018-02-13,9.800209066862381
647,2862975,0,7,500004,233,233,131,1,0,505001,2017-05-29,2017-05-26,2018-02-12,4403,2018-02-17,11.561500480970084
648,2833133,0,22,400104,233,233,131,1,0,363351,2017-06-24,2017-06-22,2018-02-02,4581,2018-02-07,14.388741607476277
649,2885025,14,7,500004,233,233,131,2,0,520013,2017-12-26,2017-12-26,2018-02-19,4479,2018-02-23,17.43316377961312
650,2922494,0,22,400104,233,233,131,0,0,400013,2017-07-23,2017-07-20,2018-02-28,4581,2018-03-04,12.695926851098402
651,2906583,0,22,400104,233,233,131,1,0,425201,2017-12-01,2017-11-30,2018-02-25,4581,2018-03-01,15.714592325940586
652,2898052,1,2,110018,233,233,228,0,0,110025,2018-02-20,2018-02-15,2018-02-22,4388,2018-03-08,11.448099995054905
653,2941800,0,26,560066,233,233,131,4,0,0,2017-04-08,2017-04-02,2018-03-05,5001,2018-03-22,14.928064107863271
654,2897824,2,6,160059,233,233,131,2,0,134109,2017-09-29,2017-09-29,2018-02-22,4549,2018-03-18,15.361033203510976
655,3015248,2,2,110018,233,233,228,0,0,110090,2017-08-13,2016-10-30,2018-03-24,4550,2018-03-26,10.550260672164523
656,3041559,1,23,400001,233,233,131,0,0,411014,2017-12-23,2017-12-23,2018-03-31,4398,2018-04-03,10.584304816864567
657,3045753,0,22,400104,233,233,131,0,0,400607,2017-06-26,2016-08-23,2018-04-02,4581,2018-04-06,8.277061639625494
658,3065592,1,27,110034,233,233,228,0,0,201304,2018-02-12,2017-05-05,2018-04-08,4388,2018-04-09,10.417731937181328
659,3016942,1,27,110034,233,245,228,0,0,110018,2018-01-30,2018-01-29,2018-03-25,4388,2018-04-10,13.594370739600954
660,2861733,0,8,700064,233,233,131,0,0,700034,2017-03-14,2017-03-10,2018-02-12,4508,2018-02-21,11.153312885534685
661,3067719,2,6,160059,233,233,228,2,0,147001,2018-03-04,2018-03-04,2018-04-09,4549,2018-04-11,11.97364297214077
662,2970742,1,2,110018,233,233,131,1,0,263153,2017-08-05,2017-07-31,2018-03-12,4388,2018-03-13,13.624975269199613
663,3082608,1,23,400001,233,233,131,0,0,400092,2017-05-02,2017-05-02,2018-04-13,4398,2018-04-19,8.246547766835377
664,2939051,2,2,110018,233,233,228,2,0,181152,2017-07-05,2017-03-15,2018-03-04,4550,2018-03-08,16.216336952999413
665,2974278,8,6,160059,233,233,131,1,0,141010,2017-10-21,2017-10-20,2018-03-13,4437,2018-03-17,12.39072474504109
666,3021778,1,23,400001,308,233,131,0,0,400610,2017-05-09,2016-06-13,2018-03-26,4398,2018-04-05,9.680505228841888
667,2858256,0,6,160059,233,233,131,2,0,160101,2018-01-15,2016-05-20,2018-02-10,4673,2018-02-13,12.207149633558522
668,2908406,2,2,110018,233,233,131,2,0,132103,2017-03-21,2017-03-15,2018-02-26,4094,2018-03-06,17.372997796274735
669,3040724,0,26,560066,233,233,228,0,0,560008,2017-06-05,2017-05-08,2018-03-31,5001,2018-04-10,9.872186429649586
670,2938657,1,7,500004,233,0,228,0,0,500072,2017-05-14,2017-05-13,2018-03-04,4474,2018-03-09,8.842980952695468
671,2954193,2,2,110018,233,233,131,0,0,122001,2018-01-24,2016-10-07,2018-03-08,4550,2018-03-11,13.127144946442906
672,2819316,1,3,560011,233,233,228,0,0,560001,2017-08-16,2015-12-11,2018-01-30,4460,2018-02-06,8.441302827456553
673,2861404,8,8,700064,233,233,131,0,0,700157,2017-11-21,2017-11-21,2018-02-11,4499,2018-02-14,11.997889342553066
674,2862698,0,22,400104,233,233,131,0,0,400607,2017-06-30,2017-06-28,2018-02-12,4581,2018-02-16,10.441909599739837
675,2886093,1,1,400059,233,233,228,0,0,400604,2018-01-07,2017-08-02,2018-02-19,4398,2018-02-24,10.832885083420722
676,2874172,1,2,110018,233,233,131,0,0,110092,2018-01-13,2017-10-17,2018-02-15,4388,2018-02-19,12.619333315426232
677,2901210,0,2,110018,233,233,131,0,0,110009,2017-06-13,2017-06-12,2018-02-23,4147,2018-02-27,12.864576745247351
678,2941044,10,24,110092,233,233,131,0,0,400055,2017-08-22,2017-08-18,2018-03-05,4150,2018-03-10,23.561484439474857
679,2971642,1,12,302006,233,233,131,0,0,302029,2018-01-10,2018-01-10,2018-03-12,4407,2018-03-15,12.058842723597337
680,2953269,0,22,400104,233,233,131,2,0,452003,2018-02-03,2017-12-03,2018-03-07,4581,2018-03-13,14.797174846976379
681,2884506,1,2,110018,233,233,131,0,0,110088,2017-05-10,2016-11-01,2018-02-19,4388,2018-03-13,11.307026850313088
682,2982503,14,24,110092,233,233,228,2,0,144001,2017-07-31,2017-06-13,2018-03-15,4150,2018-03-17,13.804798213652525
683,2977410,8,9,411016,233,233,131,1,0,496001,2017-10-04,2017-10-03,2018-03-13,4021,2018-03-17,14.161364868407484
684,2987358,8,7,500004,233,233,131,0,0,500060,2017-11-20,2017-11-20,2018-03-16,4474,2018-03-26,9.507183891657975
685,3001322,0,7,500004,233,233,131,2,0,530004,2017-10-17,2017-10-16,2018-03-20,4403,2018-04-01,13.16474008387722
686,3012946,1,27,110034,0,233,131,4,0,247663,2018-03-07,2017-07-31,2018-03-24,4388,2018-03-28,14.976832756308529
